user_id,day_of_week,study_importance,sleep_duration_prev_night,hour_of_alarm,snooze_count_last_7_days,snooze_probability,did_snooze
191,Tuesday,8,8.9,5,3,0.8066321968025798,1
402,Wednesday,6,6.9,6,1,0.23626953760326255,0
218,Friday,4,6.8,7,1,0.22209486596908531,0
44,Monday,7,6.4,7,1,0.3979033969455982,1
162,Sunday,10,7.5,5,3,0.6719411925685903,0
202,Saturday,6,7.7,7,1,0.10980103574404187,0
446,Thursday,5,6.8,7,3,0.812636382176238,0
484,Friday,6,7.6,8,1,0.139640219062786,0
270,Monday,7,4.2,7,3,0.508653461319659,1
351,Wednesday,6,6.5,7,1,0.48054940663655693,0
304,Friday,6,7.3,6,0,0.18931446990643144,0
271,Monday,9,7.0,7,1,0.11453880666246732,1
456,Tuesday,8,5.2,6,3,0.8251380394983676,1
462,Thursday,6,7.3,7,2,0.40510937578929196,1
215,Tuesday,6,6.8,7,1,0.6095384406352828,0
252,Sunday,7,8.3,6,1,0.2458433479355882,0
190,Monday,8,7.4,5,1,0.49455474890367157,0
296,Friday,9,7.1,7,3,0.11973992501874797,0
213,Thursday,6,6.7,7,0,0.21238897459176612,0
208,Friday,5,7.0,8,1,0.6404417857784785,0
237,Tuesday,5,7.0,8,1,0.10336545472940804,0
338,Thursday,5,8.3,7,1,0.3920617352793441,1
367,Saturday,3,10.0,10,0,0.3970794778301173,0
53,Wednesday,9,5.4,5,3,0.2986875006368553,0
280,Wednesday,8,3.5,5,4,0.9057805329005361,1
410,Thursday,2,6.1,8,1,0.2910875794082115,0
217,Friday,7,5.6,6,1,0.5430418181502068,1
252,Wednesday,6,7.7,7,1,0.5162256817056798,0
188,Sunday,6,9.2,7,0,0.08177067341910402,1
380,Tuesday,2,7.7,7,0,0.5478748447177642,1
493,Wednesday,6,6.3,7,1,0.3069654678127935,0
41,Friday,7,7.6,7,3,0.17268610243713783,0
157,Friday,4,8.2,7,2,0.36538188454688947,0
15,Saturday,10,8.2,7,2,0.16303799919768525,0
301,Sunday,8,8.1,6,0,0.6203275688003079,0
65,Wednesday,4,6.6,9,1,0.20465604857835754,0
345,Monday,9,5.2,7,1,0.6810255217015942,1
327,Monday,6,8.0,7,2,0.40396517815263216,0
9,Friday,9,8.7,7,3,0.2714017193928137,0
344,Saturday,4,5.7,8,2,0.9559364229662498,1
129,Tuesday,7,7.6,7,3,0.29516695874943105,0
492,Monday,4,5.7,9,2,0.8330065201317097,1
136,Monday,5,7.3,7,1,0.1910685748494229,0
472,Saturday,3,5.7,9,4,0.9434067581904173,1
63,Tuesday,4,7.6,9,0,0.0643336983353724,0
139,Wednesday,4,7.2,9,2,0.7267520914755532,1
499,Thursday,4,7.7,7,3,0.741005029593331,1
81,Saturday,7,8.2,7,1,0.0677826090614311,0
392,Friday,3,6.9,9,1,0.48935871996329583,0
163,Thursday,7,7.6,7,3,0.436229011746231,0
419,Tuesday,9,6.2,5,2,0.39772273723194684,0
289,Thursday,5,7.4,8,1,0.6020646283688591,0
379,Friday,6,6.0,8,2,0.6763080640903331,0
261,Sunday,6,8.2,8,2,0.19600331586178305,0
490,Tuesday,6,6.5,6,1,0.6794157614699375,0
231,Monday,1,7.3,8,0,0.5150201047580664,1
41,Monday,4,6.4,8,0,0.13012876261575052,0
28,Wednesday,9,6.4,6,1,0.3438076567525259,0
135,Saturday,7,7.1,6,0,0.31937220482027545,0
201,Monday,6,5.1,7,2,0.5703462959022181,1
328,Wednesday,2,7.7,9,1,0.6393320149434546,0
268,Wednesday,8,6.8,7,1,0.4149215852074335,1
418,Monday,5,5.2,7,1,0.7125029071107147,1
33,Wednesday,4,6.0,10,2,0.24146625281470643,1
48,Tuesday,4,6.0,10,4,0.36102731673846894,0
407,Wednesday,8,7.2,6,2,0.4323589223296661,1
62,Friday,6,6.4,7,1,0.7117570819932695,0
216,Thursday,8,7.8,5,1,0.5775751255762762,1
293,Monday,9,5.3,6,2,0.3777968899802947,1
99,Sunday,5,7.9,6,3,0.799628298591989,1
172,Thursday,6,7.1,6,1,0.5274684032267907,0
360,Friday,6,6.2,8,2,0.4587585724383684,0
214,Monday,4,7.0,10,1,0.19056650363581087,0
475,Monday,4,6.7,8,2,0.29158071347913406,1
35,Monday,6,8.1,7,0,0.14862050209022812,1
449,Tuesday,6,6.8,7,1,0.35071432060303115,0
227,Wednesday,6,8.1,7,2,0.2512892231406977,0
101,Sunday,6,8.4,6,1,0.6626316979020234,1
431,Wednesday,5,5.2,8,1,0.40589378333637666,0
462,Tuesday,10,6.6,6,2,0.31266781800596877,0
131,Thursday,7,7.7,6,1,0.5064058934643137,0
257,Monday,5,7.0,7,2,0.49527183084595955,1
5,Thursday,7,6.8,8,1,0.37452300738648087,1
218,Thursday,5,6.9,8,1,0.04116623783480704,0
255,Friday,7,7.4,7,2,0.3946845503197458,0
398,Sunday,7,6.9,6,0,0.6330587360909041,0
359,Tuesday,8,6.4,6,4,0.8608372011937264,1
283,Thursday,4,7.7,10,1,0.10840315948845737,0
393,Sunday,10,7.6,6,2,0.6916266334133229,1
207,Friday,9,6.5,7,2,0.707962787067019,0
15,Thursday,10,6.7,5,0,0.11264381459626245,0
346,Sunday,6,8.0,8,0,0.090826083916357,0
42,Monday,7,6.7,6,2,0.4668191979716133,1
380,Sunday,7,7.6,8,0,0.2727407936690745,0
461,Monday,5,4.6,6,2,0.8534822648023458,1
179,Thursday,8,7.0,6,4,0.8475180243760676,1
63,Saturday,5,7.2,8,3,0.5507754864501191,1
352,Tuesday,8,7.8,6,0,0.557719387113941,0
231,Wednesday,6,6.6,8,2,0.7743055862050889,1
241,Wednesday,7,8.5,7,1,0.1898998470028168,0
52,Sunday,9,8.1,7,1,0.6720784083201449,1
96,Saturday,6,6.5,6,3,0.5499338456679392,1
388,Friday,8,5.2,6,1,0.6726897899877546,0
222,Thursday,5,6.6,8,0,0.20190092110610178,0
485,Saturday,4,7.4,9,3,0.6117083356039108,1
407,Wednesday,10,4.7,7,2,0.42787379642633044,0
231,Wednesday,8,6.6,6,1,0.5459218193916127,0
237,Friday,6,6.3,7,2,0.39637864955352287,1
143,Wednesday,8,6.9,6,2,0.49103273426493493,0
171,Monday,4,9.1,10,1,0.32706973736912553,1
29,Monday,7,4.7,8,3,0.3251703142191083,1
36,Monday,7,7.8,7,1,0.22377609723780148,0
13,Saturday,8,8.0,6,1,0.0939638560148277,0
160,Wednesday,10,6.1,5,1,0.33183365747295934,1
327,Friday,9,6.7,6,1,0.2944959884692304,1
187,Wednesday,4,7.8,8,1,0.18894765648671977,0
243,Tuesday,3,6.8,8,1,0.45799242871219803,1
86,Wednesday,7,4.4,8,4,0.8116401686561465,0
284,Friday,7,7.1,7,2,0.6669572345642668,1
66,Thursday,4,7.6,9,1,0.11273675543933857,0
170,Sunday,5,6.9,6,2,0.46113434925638347,0
45,Friday,5,7.7,8,2,0.7259322414071777,1
62,Thursday,9,7.8,6,1,0.21079891443243454,0
441,Thursday,6,8.3,7,0,0.11165665774964635,0
134,Sunday,3,8.6,9,1,0.5838742226342102,1
284,Friday,6,9.8,6,0,0.35383270495627434,0
28,Monday,6,8.1,7,0,0.16528532075533592,1
108,Thursday,4,6.9,10,0,0.10289228239033373,0
44,Friday,8,7.7,5,2,0.3495982687363782,1
340,Friday,9,6.9,7,3,0.5999300901780019,0
286,Tuesday,6,6.4,7,2,0.7610696615997213,1
446,Saturday,3,6.2,9,1,0.8233673531223004,1
331,Sunday,6,7.3,7,4,0.9465297485868494,1
128,Tuesday,7,7.8,8,2,0.18681949435082618,1
348,Saturday,2,6.4,9,0,0.4698240403853254,1
473,Monday,7,7.2,8,3,0.4770295985042472,1
231,Monday,6,6.3,7,2,0.8114513574233888,1
190,Monday,7,6.8,8,2,0.6177676630668356,1
225,Monday,6,6.7,8,1,0.6433855481464013,1
385,Saturday,5,7.7,7,0,0.19042810922183578,1
377,Monday,6,9.5,8,1,0.06969099782229554,0
283,Tuesday,5,6.1,7,2,0.32664892325316536,0
446,Monday,6,6.7,6,0,0.5978666046363522,0
121,Tuesday,5,6.5,7,3,0.4592482577702777,1
116,Monday,8,5.0,5,3,0.9220239126427942,1
461,Friday,9,7.8,6,2,0.603194758618163,0
233,Monday,5,5.8,6,5,0.9402585757140012,1
259,Saturday,6,9.1,6,0,0.27670099897069816,1
359,Saturday,4,6.5,7,0,0.7620086601360302,1
198,Monday,7,7.2,6,1,0.39771130271446653,1
456,Saturday,7,9.6,7,0,0.13250205352474578,0
411,Monday,5,7.3,8,1,0.3997172533914507,1
137,Tuesday,6,6.1,8,2,0.5619168595738274,1
318,Monday,8,5.7,7,2,0.5326314279947452,0
165,Wednesday,3,4.1,7,3,0.9660478381929959,1
225,Thursday,4,6.3,7,2,0.7289550585033004,0
307,Friday,8,5.1,5,4,0.6674182535766012,0
234,Wednesday,7,6.7,7,1,0.27124158485184546,0
172,Friday,6,6.3,8,1,0.41452198190502604,1
152,Tuesday,8,6.9,7,1,0.3916800681416813,1
463,Friday,8,5.4,5,2,0.7198640782220488,0
315,Tuesday,10,6.1,6,0,0.30748024909676025,0
374,Monday,8,7.4,7,0,0.24964441054736955,0
160,Tuesday,8,7.1,7,1,0.13191784532589498,0
96,Tuesday,6,4.6,6,2,0.684751821337278,0
472,Thursday,6,7.7,6,0,0.2700310013900083,0
233,Saturday,6,6.2,7,0,0.8129174085782626,1
180,Monday,7,4.9,6,6,0.9707692266744092,1
113,Friday,4,6.4,10,0,0.10553846762559951,0
318,Friday,7,9.6,7,1,0.2119331002844921,0
497,Saturday,6,7.0,6,1,0.19716634907390498,0
442,Tuesday,7,6.8,6,1,0.40148079066439585,1
52,Wednesday,5,7.5,6,2,0.7462899822882308,1
268,Sunday,5,6.4,7,2,0.8803653874898381,1
295,Friday,7,7.1,6,0,0.42691402998082756,0
386,Wednesday,7,5.7,6,2,0.38296008758676375,0
387,Monday,5,7.4,8,2,0.231017950371319,0
113,Tuesday,9,7.2,5,1,0.19533567723258272,1
101,Thursday,9,7.1,5,2,0.6501583437874309,1
113,Friday,3,6.9,7,2,0.4229829944847614,0
440,Monday,5,9.1,6,3,0.567277060379096,0
81,Thursday,7,7.0,7,0,0.04014878321727075,0
187,Thursday,7,7.3,6,1,0.4495130646273677,1
113,Thursday,10,7.1,6,1,0.15218497779703571,0
2,Friday,7,5.5,7,1,0.6283915045157653,1
130,Saturday,6,6.5,7,1,0.6957688393145691,0
220,Wednesday,4,5.4,10,1,0.3717474118089524,0
54,Saturday,3,6.5,8,0,0.3623949938487504,1
343,Tuesday,6,6.1,7,0,0.8414071864531724,1
485,Tuesday,10,6.5,7,2,0.24180955030117066,0
224,Tuesday,6,6.4,8,1,0.2882750233284281,0
225,Monday,5,7.4,7,2,0.5147783014251648,0
385,Tuesday,7,8.3,6,0,0.08393131043719092,0
403,Monday,2,8.1,7,2,0.7264589829583269,0
126,Saturday,7,7.7,7,2,0.1289243881654191,0
130,Monday,8,5.7,7,2,0.7746388720302315,1
53,Friday,5,8.0,7,2,0.08861610482652651,0
172,Monday,9,6.0,6,4,0.5786573224324053,0
218,Sunday,8,7.9,6,0,0.1464245738482278,1
160,Friday,9,7.0,6,2,0.18964091661264634,0
198,Monday,4,5.4,8,5,0.847465061128911,1
416,Friday,6,6.1,8,1,0.22382915994817937,0
247,Thursday,8,7.3,7,2,0.49424708559954944,0
324,Friday,4,6.5,9,0,0.3428488058771984,0
439,Thursday,8,10.0,6,0,0.033053834860409144,0
203,Friday,6,6.2,7,2,0.4987890865365916,0
184,Friday,8,5.5,5,3,0.6968097802221611,1
123,Wednesday,7,6.8,6,2,0.40935519768681217,1
401,Monday,9,6.3,5,4,0.8554883166817798,1
255,Saturday,4,5.3,8,3,0.9031696719169503,1
294,Wednesday,7,7.7,6,0,0.40385487395011666,1
280,Thursday,3,7.9,8,1,0.10246671729505882,0
325,Monday,7,7.7,8,1,0.3768738469907857,0
372,Thursday,7,7.1,8,2,0.3750768141407927,0
98,Sunday,6,7.2,6,1,0.4780574421602508,1
198,Tuesday,5,6.9,6,0,0.4069579142815607,0
470,Wednesday,6,6.6,8,0,0.2570611880047325,1
395,Friday,7,5.9,8,1,0.2666328799582441,0
240,Saturday,7,9.2,7,1,0.3158576839401452,1
144,Wednesday,10,8.2,6,2,0.19659329100126255,0
97,Tuesday,8,7.5,5,0,0.22239597527735044,0
201,Sunday,5,6.9,8,2,0.4733743375279808,1
124,Friday,8,7.4,7,0,0.16515753648727866,0
187,Monday,8,6.4,6,0,0.4886606651568004,1
326,Monday,5,6.4,8,0,0.24786108189346326,0
464,Thursday,8,6.7,5,1,0.0936229679987417,0
349,Tuesday,4,7.2,8,1,0.12159477744468639,0
259,Tuesday,5,6.2,7,0,0.300176026512298,1
148,Saturday,4,7.2,8,4,0.7610421477679629,0
252,Monday,6,8.3,8,3,0.2935403060017072,0
443,Friday,6,4.7,8,3,0.897106682314233,1
420,Tuesday,6,7.9,8,1,0.2970213435868012,0
403,Friday,8,6.5,5,1,0.5317723846470692,0
346,Friday,7,6.1,8,2,0.17013692549201045,0
451,Monday,8,6.3,5,1,0.19072732881902474,0
147,Thursday,10,6.7,5,0,0.4813956211175013,1
148,Monday,10,7.8,6,1,0.13597917232586498,0
352,Saturday,6,7.6,6,0,0.688081745123908,1
199,Saturday,8,6.8,7,1,0.4793889769481752,1
308,Wednesday,6,7.5,7,1,0.10231205523562815,0
489,Wednesday,9,6.6,6,0,0.18966903462238768,0
417,Tuesday,8,7.3,7,2,0.266841683796814,0
424,Friday,5,7.0,7,0,0.3277266317493032,0
128,Wednesday,5,5.4,7,2,0.4429163674773835,1
39,Tuesday,9,7.4,6,0,0.17755549222713662,1
338,Wednesday,5,4.7,7,3,0.8153659437525954,1
360,Monday,6,6.6,7,1,0.3944353614888222,0
129,Friday,8,5.5,7,3,0.3461407219371788,0
267,Monday,6,4.3,8,4,0.7833219606035238,1
476,Friday,10,7.0,6,3,0.6057254478538386,1
441,Tuesday,9,7.7,6,1,0.18662176471440717,0
473,Tuesday,5,6.7,8,0,0.477115964196271,1
434,Thursday,5,8.2,7,4,0.6567359478213713,0
151,Sunday,8,7.4,7,1,0.5273296784968594,1
415,Friday,6,6.9,8,2,0.12319259308553641,0
478,Tuesday,3,5.7,10,2,0.28888996891797986,0
298,Tuesday,5,7.4,8,2,0.28250899597668744,1
99,Saturday,7,8.0,8,2,0.34991862429031795,0
263,Wednesday,8,6.2,6,1,0.5269677552945066,1
252,Monday,8,5.2,6,4,0.8525424692642578,1
144,Saturday,10,5.6,6,1,0.5472438245379765,0
346,Saturday,5,8.6,6,0,0.14586107458814548,1
112,Sunday,5,6.0,7,2,0.5139487899553431,0
500,Sunday,6,9.2,8,2,0.45274324298288837,0
60,Saturday,3,6.5,8,2,0.7229420436789137,1
369,Monday,6,6.3,7,2,0.5531292563473309,1
2,Monday,6,10.0,7,2,0.3699968992671744,0
385,Thursday,8,6.1,5,0,0.12362699067230393,0
304,Thursday,8,5.5,7,3,0.4614288887918618,0
254,Wednesday,7,6.3,8,0,0.20422471059403446,0
140,Wednesday,7,4.9,8,4,0.45467857993141053,0
453,Wednesday,7,6.4,6,3,0.5106492267894422,1
37,Thursday,5,6.8,7,1,0.11593253982370161,1
160,Monday,6,7.9,6,1,0.23589153560381876,0
9,Tuesday,7,7.3,6,2,0.4162457082210986,1
233,Thursday,6,6.9,8,1,0.20300150365184272,0
99,Friday,6,9.3,7,2,0.08683266874212689,0
147,Tuesday,5,7.4,7,1,0.558685342453532,1
304,Thursday,4,8.4,8,1,0.2587658697833179,0
208,Friday,6,7.8,6,0,0.4581654021541023,0
131,Wednesday,8,8.4,7,0,0.24899454622423042,0
404,Monday,3,8.1,7,1,0.4639119876944149,1
152,Wednesday,6,7.7,7,2,0.3523767173344245,0
54,Tuesday,10,7.4,5,1,0.3205816289722201,0
120,Sunday,6,9.2,7,1,0.34381321785938707,1
161,Monday,7,6.0,7,1,0.34230439524292544,0
408,Friday,10,5.8,6,2,0.276481268940412,1
116,Monday,7,4.8,8,3,0.8048315224638403,1
75,Wednesday,7,7.3,6,2,0.4341400174230162,1
113,Thursday,5,8.1,6,1,0.271105586012036,0
456,Tuesday,7,5.5,8,2,0.5539577852623152,0
420,Wednesday,6,5.8,8,2,0.37088723934830176,0
422,Tuesday,8,8.4,6,3,0.5722437226664115,0
104,Tuesday,9,7.5,5,0,0.05007914933571277,0
340,Thursday,7,7.5,7,3,0.5759229709891271,0
254,Tuesday,7,7.2,7,1,0.15277788316010074,0
227,Saturday,3,7.1,10,4,0.7515126959591606,0
112,Thursday,2,4.8,9,3,0.5563070606719467,0
473,Wednesday,9,7.4,5,0,0.2696037527731755,0
99,Monday,2,9.3,9,0,0.29946472635159194,0
153,Thursday,7,7.1,8,1,0.18150478824382027,0
349,Friday,6,5.3,7,2,0.4088582074483178,0
402,Tuesday,9,6.5,7,2,0.13630428565846478,0
384,Saturday,6,8.5,7,2,0.4120941516774317,0
366,Tuesday,10,8.0,5,2,0.2498455219218689,1
338,Saturday,6,9.3,6,0,0.3347540781369975,1
194,Monday,9,8.0,5,0,0.15600549076238537,0
310,Saturday,4,5.0,9,3,0.7566014479327761,0
163,Thursday,2,7.0,9,1,0.47722486717160734,1
208,Tuesday,6,5.0,7,3,0.9476281538479284,0
445,Tuesday,4,7.5,8,1,0.21179156096077037,0
169,Wednesday,6,7.6,8,1,0.15117622132094177,1
484,Sunday,6,6.4,6,3,0.856399055036782,1
161,Tuesday,8,6.3,5,0,0.47400343054292665,1
68,Monday,4,5.9,7,3,0.8624249028520999,1
289,Thursday,7,7.7,7,0,0.5906798822192826,1
398,Thursday,8,6.6,7,2,0.39693212785453763,1
277,Thursday,6,5.9,6,2,0.38808574487752545,1
304,Friday,7,7.6,6,3,0.3224806447035655,0
404,Tuesday,5,7.4,7,1,0.35045794703258876,0
384,Sunday,6,8.4,7,3,0.4478771754806459,0
392,Wednesday,4,4.9,8,2,0.7411750249411181,1
135,Monday,10,6.0,5,4,0.3907610766569634,0
195,Friday,9,7.5,5,0,0.1781085240776185,1
401,Friday,10,4.7,7,5,0.8214516100830092,1
128,Tuesday,9,4.7,6,2,0.5585674073097506,1
33,Thursday,5,5.8,8,2,0.39891326389610576,0
176,Tuesday,3,7.6,8,1,0.5073867325415092,0
460,Wednesday,6,6.7,7,1,0.43037302298847996,0
443,Saturday,7,8.0,8,2,0.33017083960683336,1
371,Monday,6,5.5,6,1,0.5263320821232484,1
470,Wednesday,2,5.5,9,3,0.6466154458064894,1
375,Saturday,8,9.1,6,2,0.244086743597485,0
22,Sunday,3,7.9,8,0,0.2773332578339012,0
238,Wednesday,6,5.4,7,3,0.8928925107692501,1
158,Thursday,10,4.3,6,4,0.7541991039609671,1
38,Thursday,7,5.0,8,5,0.673086925823598,1
230,Sunday,9,6.1,7,3,0.5497630962471345,1
365,Saturday,7,5.9,7,2,0.578382133961213,1
51,Tuesday,4,6.7,8,3,0.43096704930441576,1
438,Wednesday,8,7.5,7,0,0.08691477536521768,0
264,Wednesday,6,6.6,6,1,0.21346295752808522,0
283,Friday,4,6.2,7,1,0.315149366101603,0
27,Thursday,3,7.1,9,0,0.10244726708456545,0
226,Friday,7,6.3,7,0,0.27238541156912155,0
277,Sunday,10,5.3,7,1,0.3894806532555415,0
286,Monday,4,6.9,10,2,0.47459243395523687,0
97,Tuesday,5,7.2,8,2,0.46497852005238194,1
284,Wednesday,7,8.1,8,0,0.14647526849313652,0
367,Wednesday,4,7.8,8,0,0.4011785431256266,0
448,Monday,10,6.0,6,3,0.4914992680672891,0
481,Monday,5,6.4,7,0,0.24137065534789434,0
453,Friday,6,6.7,7,0,0.15368484181227515,1
317,Saturday,5,7.7,7,1,0.2957165992653751,1
304,Thursday,8,8.5,6,3,0.38484096003789864,0
147,Thursday,10,6.6,7,0,0.2189283595560473,1
4,Tuesday,5,6.1,6,2,0.7500852679066229,1
35,Friday,8,8.2,5,0,0.29396640769364696,0
192,Friday,4,8.2,8,0,0.16977730202862296,0
49,Thursday,8,7.8,7,3,0.24359142749129342,1
17,Tuesday,10,4.8,5,4,0.7070903803795803,1
172,Monday,9,6.8,7,0,0.2413613861396682,0
220,Monday,7,6.4,8,2,0.3434233694522981,0
158,Thursday,4,7.2,8,1,0.4302966527376256,1
477,Saturday,7,6.4,8,3,0.8130176607087342,1
46,Saturday,6,8.4,6,3,0.5255685041991638,1
373,Wednesday,6,7.1,7,1,0.3506975492432815,0
6,Friday,7,7.8,7,1,0.15923306624684774,0
99,Sunday,6,6.5,8,0,0.34168355744913426,1
380,Tuesday,8,7.0,6,2,0.65815205038288,1
233,Wednesday,8,7.6,6,0,0.5885901806080005,1
37,Sunday,6,4.3,7,2,0.8540029747279771,0
280,Wednesday,7,7.5,7,0,0.073682472957203,0
349,Sunday,9,7.0,6,1,0.2026999928058595,0
497,Sunday,5,7.4,8,2,0.3528287862814884,0
302,Friday,7,8.2,6,0,0.1791255741658282,0
181,Saturday,4,8.7,8,2,0.19204251048479232,0
95,Friday,7,6.0,6,5,0.9110369273812836,1
99,Friday,7,4.7,8,5,0.7732891560585631,1
188,Tuesday,7,6.6,6,3,0.520791825342643,1
481,Monday,5,8.0,6,1,0.4050505787015962,1
116,Wednesday,8,8.3,7,1,0.21645972072910405,1
191,Friday,7,4.2,7,4,0.901153903818487,1
253,Monday,9,7.4,6,2,0.25164427325874894,0
469,Monday,6,7.3,8,2,0.3611927557091928,0
416,Monday,8,7.6,6,2,0.3605418115417045,0
471,Friday,7,6.7,7,3,0.7614539094642837,1
161,Sunday,10,5.3,5,2,0.5745882940092445,1
256,Sunday,6,6.9,7,0,0.4717946948130815,0
323,Thursday,5,5.6,7,3,0.922110933089942,1
128,Saturday,6,6.2,7,4,0.7875027213143195,1
18,Friday,4,7.6,8,1,0.05225496705478019,0
281,Thursday,5,6.5,7,1,0.5749182541657096,0
490,Thursday,2,7.2,8,5,0.8431852707799687,1
223,Monday,9,8.0,6,1,0.2235377991471996,0
54,Sunday,10,5.3,5,4,0.9097053507085363,0
58,Wednesday,6,8.6,7,1,0.25692428835932885,0
323,Wednesday,7,8.8,8,0,0.1761097643423032,0
360,Friday,7,4.6,6,2,0.5321107476675475,1
174,Wednesday,4,7.5,10,1,0.2669311518504499,0
280,Tuesday,9,9.1,6,3,0.21348133269702269,0
114,Thursday,9,5.0,5,5,0.9494650287933077,0
288,Monday,4,5.3,10,2,0.21411797938207205,1
